STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,LAYER_NO,LAYER_TYPE,LAYER_TYPE_EXP,PROJECT_LAYER_CODE,MATL_CODE_EXP,MATL_CODE,REPR_THICKNESS,DESCRIPTION,DESCRIPTION_EXP,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,AASHTO_SOIL_CLASS_EXP,AASHTO_SOIL_CLASS,SPEC_GRAVITY,MAX_LAB_DRY_DENSITY,OPTIMUM_LAB_MOISTURE,RESILIENT_MODULUS,RESILIENT_MODULUS_K1,RESILIENT_MODULUS_K2,RESILIENT_MODULUS_K3,POISSONS_RATIO,HYDRAULIC_CONDUCTIVITY
13,Georgia,4113,3,1,SS,Subgrade (untreated),,Coarse-Grained Soils: Poorly Graded Sand with Silt,204,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Georgia,4119,1,1,SS,Subgrade (untreated),,Fine-Grained Soils: Sandy Silt,145,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Georgia,4119,1,2,GS,Unbound (granular) subbase,,Soil-Aggregate Mixture (Predominantly Coarse-Grained),308,416.56,6,Subbase Layer,100,100,100,96,87.5,76.5,64,41.5,30.5,20.5,17.5,14.800000190734863,0,0,,A-1-a,502,2.9790000915527344,2467.08,6,189.613,824.947,0.699999988079071,-0.17399999499320984,0.3499999940395355,0.05054
13,Georgia,4119,2,1,SS,Subgrade (untreated),,Fine-Grained Soils: Sandy Silt,145,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Georgia,4119,2,2,GS,Unbound (granular) subbase,,Soil-Aggregate Mixture (Predominantly Coarse-Grained),308,416.56,6,Subbase Layer,100,100,100,96,87.5,76.5,64,41.5,30.5,20.5,17.5,14.800000190734863,0,0,,A-1-a,502,2.9790000915527344,2467.08,6,189.613,824.947,0.699999988079071,-0.17399999499320984,0.3499999940395355,0.05054
13,Georgia,4420,1,1,SS,Subgrade (untreated),,Coarse-Grained Soil: Silty Sand,214,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Georgia,4420,2,1,SS,Subgrade (untreated),,Coarse-Grained Soil: Silty Sand,214,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Georgia,4420,3,1,SS,Subgrade (untreated),,Coarse-Grained Soil: Silty Sand,214,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0104,1,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0104,2,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0111,1,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0111,2,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0111,3,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0112,1,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0112,2,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0159,1,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0159,1,2,GB,Unbound (granular) base,B,Crushed Stone,303,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0159,2,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0159,2,2,GB,Unbound (granular) base,B,Crushed Stone,303,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0159,3,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0159,3,2,GB,Unbound (granular) base,B,Crushed Stone,303,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0159,4,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0159,4,2,GB,Unbound (granular) base,B,Crushed Stone,303,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0159,5,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0159,5,2,GB,Unbound (granular) base,B,Crushed Stone,303,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0159,6,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0159,6,2,GB,Unbound (granular) base,B,Crushed Stone,303,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0159,7,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0159,7,2,GB,Unbound (granular) base,B,Crushed Stone,303,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0160,1,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0160,1,2,GB,Unbound (granular) base,B,Crushed Stone,303,101.6,5,Base Layer,100,100,100,90,76.30000305175781,60.70000076293945,51.29999923706055,34.29999923706055,24,15,12.699999809265137,9.699999809265137,0,0,,A-1-a,502,2.756999969482422,2178.72,8,197.197,1177.313,0.621999979019165,-0.01600000075995922,0.3499999940395355,0.023
39,Ohio,0160,2,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0160,2,2,GB,Unbound (granular) base,B,Crushed Stone,303,101.6,5,Base Layer,100,100,100,90,76.30000305175781,60.70000076293945,51.29999923706055,34.29999923706055,24,15,12.699999809265137,9.699999809265137,0,0,,A-1-a,502,2.756999969482422,2178.72,8,197.197,1177.313,0.621999979019165,-0.01600000075995922,0.3499999940395355,0.023
39,Ohio,0160,3,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0160,3,2,GB,Unbound (granular) base,B,Crushed Stone,303,101.6,5,Base Layer,100,100,100,90,76.30000305175781,60.70000076293945,51.29999923706055,34.29999923706055,24,15,12.699999809265137,9.699999809265137,0,0,,A-1-a,502,2.756999969482422,2178.72,8,197.197,1177.313,0.621999979019165,-0.01600000075995922,0.3499999940395355,0.023
39,Ohio,0901,1,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0901,1,2,GS,Unbound (granular) subbase,B,Fine-Grained Soils: Silty Clay,131,304.8,11,Embankment Layer,100,99.5999984741211,99.0999984741211,98,97.0999984741211,95.9000015258789,94.9000015258789,92.4000015258789,89.5999984741211,82.80000305175781,74.4000015258789,66.5,29,15,16,A-6,512,2.7269999980926514,1874.34,14,76.535,1110.241,0.3179999887943268,-1.50600004196167,0.3499999940395355,1e-7
39,Ohio,0901,1,3,GS,Unbound (granular) subbase,C,Crushed Stone,303,,6,Subbase Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0901,2,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0901,2,2,GS,Unbound (granular) subbase,B,Fine-Grained Soils: Silty Clay,131,304.8,11,Embankment Layer,100,99.5999984741211,99.0999984741211,98,97.0999984741211,95.9000015258789,94.9000015258789,92.4000015258789,89.5999984741211,82.80000305175781,74.4000015258789,66.5,29,15,16,A-6,512,2.7269999980926514,1874.34,14,76.535,1110.241,0.3179999887943268,-1.50600004196167,0.3499999940395355,1e-7
39,Ohio,0901,2,3,GS,Unbound (granular) subbase,C,Crushed Stone,303,,6,Subbase Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0901,3,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0901,3,2,GS,Unbound (granular) subbase,B,Fine-Grained Soils: Silty Clay,131,304.8,11,Embankment Layer,100,99.5999984741211,99.0999984741211,98,97.0999984741211,95.9000015258789,94.9000015258789,92.4000015258789,89.5999984741211,82.80000305175781,74.4000015258789,66.5,29,15,16,A-6,512,2.7269999980926514,1874.34,14,76.535,1110.241,0.3179999887943268,-1.50600004196167,0.3499999940395355,1e-7
39,Ohio,0901,3,3,GS,Unbound (granular) subbase,C,Crushed Stone,303,,6,Subbase Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
39,Ohio,0903,1,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0903,1,2,GS,Unbound (granular) subbase,C,Crushed Stone,303,152.4,6,Subbase Layer,100,100,100,93,84,69,60,42,29,17,14,11,16,17,,A-1-a,502,2.7829999923706055,2226.78,8,116.526,656.181,0.3330000042915344,0.6230000257492065,0.3499999940395355,0.0225
39,Ohio,0903,2,1,SS,Subgrade (untreated),A,Fine-Grained Soils: Silty Clay,131,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Ohio,0903,2,2,GS,Unbound (granular) subbase,C,Crushed Stone,303,152.4,6,Subbase Layer,100,100,100,93,84,69,60,42,29,17,14,11,16,17,,A-1-a,502,2.7829999923706055,2226.78,8,116.526,656.181,0.3330000042915344,0.6230000257492065,0.3499999940395355,0.0225
87,Ontario,0903,1,1,SS,Subgrade (untreated),C,Coarse-Grained Soil: Silty Sand,214,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,0903,1,2,GS,Unbound (granular) subbase,E,Crushed Gravel,304,266.7,6,Subbase Layer,100,100,100,100,95.5,80.5,74.5,60,46.5,29,13.5,7,0,0,,A-1-a,502,2.7079999446868896,2226.78,7,77.914,790.095,0.6539999842643738,-0.07900000363588333,0.3499999940395355,0.05054
87,Ontario,0903,1,3,GB,Unbound (granular) base,H,Crushed Gravel,304,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
87,Ontario,0903,2,1,SS,Subgrade (untreated),C,Coarse-Grained Soil: Silty Sand,214,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,0903,2,2,GS,Unbound (granular) subbase,E,Crushed Gravel,304,266.7,6,Subbase Layer,100,100,100,100,95.5,80.5,74.5,60,46.5,29,13.5,7,0,0,,A-1-a,502,2.7079999446868896,2226.78,7,77.914,790.095,0.6539999842643738,-0.07900000363588333,0.3499999940395355,0.05054
87,Ontario,0903,2,3,GB,Unbound (granular) base,H,Crushed Gravel,304,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
87,Ontario,0960,1,1,SS,Subgrade (untreated),B,Coarse-Grained Soils: Poorly Graded Sand with Silt,204,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,0960,1,2,GS,Unbound (granular) subbase,D,Gravel (Uncrushed),302,50.8,6,Subbase Layer,100,100,100,100,95.5,80.5,74.5,60,46.5,29,13.5,7,0,0,,A-1-a,502,2.7139999866485596,2194.74,7,80.672,867.601,0.6729999780654907,-0.19200000166893005,0.3499999940395355,0.05054
87,Ontario,0960,1,3,GB,Unbound (granular) base,H,Crushed Gravel,304,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
87,Ontario,0960,2,1,SS,Subgrade (untreated),B,Coarse-Grained Soils: Poorly Graded Sand with Silt,204,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,0960,2,2,GS,Unbound (granular) subbase,D,Gravel (Uncrushed),302,50.8,6,Subbase Layer,100,100,100,100,95.5,80.5,74.5,60,46.5,29,13.5,7,0,0,,A-1-a,502,2.7139999866485596,2194.74,7,80.672,867.601,0.6729999780654907,-0.19200000166893005,0.3499999940395355,0.05054
87,Ontario,0960,2,3,GB,Unbound (granular) base,H,Crushed Gravel,304,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
87,Ontario,0960,3,1,SS,Subgrade (untreated),B,Coarse-Grained Soils: Poorly Graded Sand with Silt,204,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,0960,3,2,GS,Unbound (granular) subbase,D,Gravel (Uncrushed),302,50.8,6,Subbase Layer,100,100,100,100,95.5,80.5,74.5,60,46.5,29,13.5,7,0,0,,A-1-a,502,2.7139999866485596,2194.74,7,80.672,867.601,0.6729999780654907,-0.19200000166893005,0.3499999940395355,0.05054
87,Ontario,0960,3,3,GB,Unbound (granular) base,H,Crushed Gravel,304,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
87,Ontario,0961,1,1,SS,Subgrade (untreated),C,Coarse-Grained Soil: Silty Sand,214,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,0961,1,2,GS,Unbound (granular) subbase,D,Gravel (Uncrushed),302,25.4,6,Subbase Layer,100,100,100,100,95.5,80.5,74.5,60,46.5,29,13.5,7,0,0,,A-1-a,502,2.7139999866485596,2194.74,7,80.672,867.601,0.6729999780654907,-0.19200000166893005,0.3499999940395355,0.05054
87,Ontario,0961,1,3,GB,Unbound (granular) base,H,Crushed Gravel,304,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
87,Ontario,0961,2,1,SS,Subgrade (untreated),C,Coarse-Grained Soil: Silty Sand,214,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,0961,2,2,GS,Unbound (granular) subbase,D,Gravel (Uncrushed),302,25.4,6,Subbase Layer,100,100,100,100,95.5,80.5,74.5,60,46.5,29,13.5,7,0,0,,A-1-a,502,2.7139999866485596,2194.74,7,80.672,867.601,0.6729999780654907,-0.19200000166893005,0.3499999940395355,0.05054
87,Ontario,0961,2,3,GB,Unbound (granular) base,H,Crushed Gravel,304,,5,Base Layer,,,,,,,,,,,,,,,,A-1-a,502,,,,,,,,,
87,Ontario,1620,1,1,SS,Subgrade (untreated),,Fine-Grained Soils: Lean Inorganic Clay,102,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1620,1,2,GS,Unbound (granular) subbase,,Sand,306,,6,Subbase Layer,,,,,,,,,,,,,,,,A-2-4,506,,,,,,,,,
87,Ontario,1620,1,3,GB,Unbound (granular) base,,Sand,306,144.78,5,Base Layer,100,100,99.5,99,87.5,81,75.5,70.5,62.5,40.5,25,17.5,0,0,,A-1-b,503,2.7219998836517334,2242.8,6,146.174,932.194,0.7080000042915344,-0.14000000059604645,0.3499999940395355,0.002303
87,Ontario,1620,2,1,SS,Subgrade (untreated),,Fine-Grained Soils: Lean Inorganic Clay,102,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1620,2,2,GS,Unbound (granular) subbase,,Sand,306,,6,Subbase Layer,,,,,,,,,,,,,,,,A-2-4,506,,,,,,,,,
87,Ontario,1620,2,3,GB,Unbound (granular) base,,Sand,306,144.78,5,Base Layer,100,100,99.5,99,87.5,81,75.5,70.5,62.5,40.5,25,17.5,0,0,,A-1-b,503,2.7219998836517334,2242.8,6,93.772,932.194,0.7080000042915344,-0.14000000059604645,0.3499999940395355,0.002303
87,Ontario,1620,3,1,SS,Subgrade (untreated),,Fine-Grained Soils: Lean Inorganic Clay,102,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1620,3,2,GS,Unbound (granular) subbase,,Sand,306,,6,Subbase Layer,,,,,,,,,,,,,,,,A-2-4,506,,,,,,,,,
87,Ontario,1620,3,3,GB,Unbound (granular) base,,Sand,306,144.78,5,Base Layer,100,100,99.5,99,87.5,81,75.5,70.5,62.5,40.5,25,17.5,0,0,,A-1-b,503,2.7219998836517334,2242.8,6,72.398,932.194,0.7080000042915344,-0.14000000059604645,0.3499999940395355,0.002303
87,Ontario,1620,4,1,SS,Subgrade (untreated),,Fine-Grained Soils: Lean Inorganic Clay,102,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1620,4,2,GS,Unbound (granular) subbase,,Sand,306,,6,Subbase Layer,,,,,,,,,,,,,,,,A-2-4,506,,,,,,,,,
87,Ontario,1620,4,3,GB,Unbound (granular) base,,Sand,306,144.78,5,Base Layer,100,100,99.5,99,87.5,81,75.5,70.5,62.5,40.5,25,17.5,0,0,,A-1-b,503,2.7219998836517334,2242.8,6,72.398,932.194,0.7080000042915344,-0.14000000059604645,0.3499999940395355,0.002303
87,Ontario,1622,1,1,SS,Subgrade (untreated),,Fine-Grained Soils: Sandy Silt,145,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1622,1,2,GS,Unbound (granular) subbase,,Sand,306,668.02,6,Subbase Layer,90,89,88,86.5,85.5,84,82,79.5,76,56.5,28,14.5,0,0,,A-1-b,503,2.688999891281128,1906.38,11,72.398,742.5,0.6949999928474426,-0.4180000126361847,0.3499999940395355,0.002303
87,Ontario,1622,1,3,GB,Unbound (granular) base,,Crushed Gravel,304,170.18,5,Base Layer,100,100,100,100,89,82.5,74,61,50.5,27.5,16,10.199999809265137,0,0,,A-1-b,503,2.694000005722046,2226.78,6,79.293,832.462,0.6579999923706055,-0.3499999940395355,0.3499999940395355,0.002303
87,Ontario,1622,2,1,SS,Subgrade (untreated),,Fine-Grained Soils: Sandy Silt,145,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1622,2,2,GS,Unbound (granular) subbase,,Sand,306,668.02,6,Subbase Layer,90,89,88,86.5,85.5,84,82,79.5,76,56.5,28,14.5,0,0,,A-1-b,503,2.688999891281128,1906.38,11,72.398,742.5,0.6949999928474426,-0.4180000126361847,0.3499999940395355,0.002303
87,Ontario,1622,2,3,GB,Unbound (granular) base,,Crushed Gravel,304,170.18,5,Base Layer,100,100,100,100,89,82.5,74,61,50.5,27.5,16,10.199999809265137,0,0,,A-1-b,503,2.694000005722046,2226.78,6,79.293,832.462,0.6579999923706055,-0.3499999940395355,0.3499999940395355,0.002303
87,Ontario,1680,1,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt with Sand,143,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1680,1,2,GS,Unbound (granular) subbase,,Sand,306,624.84,6,Subbase Layer,100,100,100,100,100,99.5,99,98.5,98.5,88.5,24.5,18.399999618530273,0,0,,A-2-4,506,2.687999963760376,1746.18,15,142.727,689.132,0.75,-0.3569999933242798,0.3499999940395355,0.0005854
87,Ontario,1680,1,3,GS,Unbound (granular) subbase,,Crushed Gravel,304,86.36,6,Subbase Layer,100,100,100,100,93,81,72,61,52,33,16,11.300000190734863,0,0,,A-1-b,503,2.7799999713897705,2210.76,6,168.928,832.462,0.6579999923706055,-0.3499999940395355,0.3499999940395355,0.002303
87,Ontario,1680,2,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt with Sand,143,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1680,2,2,GS,Unbound (granular) subbase,,Sand,306,624.84,6,Subbase Layer,100,100,100,100,100,99.5,99,98.5,98.5,88.5,24.5,18.399999618530273,0,0,,A-2-4,506,2.687999963760376,1746.18,15,142.727,689.132,0.75,-0.3569999933242798,0.3499999940395355,0.0005854
87,Ontario,1680,2,3,GS,Unbound (granular) subbase,,Crushed Gravel,304,86.36,6,Subbase Layer,100,100,100,100,93,81,72,61,52,33,16,11.300000190734863,0,0,,A-1-b,503,2.7799999713897705,2210.76,6,168.928,832.462,0.6579999923706055,-0.3499999940395355,0.3499999940395355,0.002303
87,Ontario,1680,3,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt with Sand,143,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1680,3,2,GS,Unbound (granular) subbase,,Sand,306,624.84,6,Subbase Layer,100,100,100,100,100,99.5,99,98.5,98.5,88.5,24.5,18.399999618530273,0,0,,A-2-4,506,2.687999963760376,1746.18,15,142.727,689.132,0.75,-0.3569999933242798,0.3499999940395355,0.0005854
87,Ontario,1680,3,3,GS,Unbound (granular) subbase,,Crushed Gravel,304,86.36,6,Subbase Layer,100,100,100,100,93,81,72,61,52,33,16,11.300000190734863,0,0,,A-1-b,503,2.7799999713897705,2210.76,6,168.928,832.462,0.6579999923706055,-0.3499999940395355,0.3499999940395355,0.002303
87,Ontario,1680,4,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt with Sand,143,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1680,4,2,GS,Unbound (granular) subbase,,Sand,306,624.84,6,Subbase Layer,100,100,100,100,100,99.5,99,98.5,98.5,88.5,24.5,18.399999618530273,0,0,,A-2-4,506,2.687999963760376,1746.18,15,142.727,689.132,0.75,-0.3569999933242798,0.3499999940395355,0.0005854
87,Ontario,1680,4,3,GS,Unbound (granular) subbase,,Crushed Gravel,304,86.36,6,Subbase Layer,100,100,100,100,93,81,72,61,52,33,16,11.300000190734863,0,0,,A-1-b,503,2.7799999713897705,2210.76,6,168.928,832.462,0.6579999923706055,-0.3499999940395355,0.3499999940395355,0.002303
87,Ontario,1680,5,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt with Sand,143,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1680,5,2,GS,Unbound (granular) subbase,,Sand,306,624.84,6,Subbase Layer,100,100,100,100,100,99.5,99,98.5,98.5,88.5,24.5,18.399999618530273,0,0,,A-2-4,506,2.687999963760376,1746.18,15,100.667,689.132,0.75,-0.3569999933242798,0.3499999940395355,0.0005854
87,Ontario,1680,5,3,GS,Unbound (granular) subbase,,Crushed Gravel,304,86.36,6,Subbase Layer,100,100,100,100,93,81,72,61,52,33,16,11.300000190734863,0,0,,A-1-b,503,2.7799999713897705,2210.76,6,117.215,832.462,0.6579999923706055,-0.3499999940395355,0.3499999940395355,0.002303
87,Ontario,1806,1,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt,141,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1806,1,2,GS,Unbound (granular) subbase,,Sand,306,970.28,6,Subbase Layer,100,100,100,100,99.5,99,98,97.5,96.5,81,25,14,0,0,,A-2-4,506,2.677999973297119,1778.22,13,63.434,740.304,0.4740000069141388,-0.6430000066757202,0.3499999940395355,0.0005854
87,Ontario,1806,1,3,GB,Unbound (granular) base,,Crushed Gravel,304,180.34,5,Base Layer,100,100,100,100,94.5,78.5,68,55,46.5,28,16,11.199999809265137,0,0,,A-1-a,502,2.7209999561309814,2274.84,6,97.22,901.966,0.625,-0.12300000339746475,0.3499999940395355,0.05054
87,Ontario,1806,2,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt,141,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1806,2,2,GS,Unbound (granular) subbase,,Sand,306,970.28,6,Subbase Layer,100,100,100,100,99.5,99,98,97.5,96.5,81,25,14,0,0,,A-2-4,506,2.677999973297119,1778.22,13,63.434,740.304,0.4740000069141388,-0.6430000066757202,0.3499999940395355,0.0005854
87,Ontario,1806,2,3,GB,Unbound (granular) base,,Crushed Gravel,304,180.34,5,Base Layer,100,100,100,100,94.5,78.5,68,55,46.5,28,16,11.199999809265137,0,0,,A-1-a,502,2.7209999561309814,2274.84,6,97.22,901.966,0.625,-0.12300000339746475,0.3499999940395355,0.05054
87,Ontario,1806,3,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt,141,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1806,3,2,GS,Unbound (granular) subbase,,Sand,306,970.28,6,Subbase Layer,100,100,100,100,99.5,99,98,97.5,96.5,81,25,14,0,0,,A-2-4,506,2.677999973297119,1778.22,13,63.434,740.304,0.4740000069141388,-0.6430000066757202,0.3499999940395355,0.0005854
87,Ontario,1806,3,3,GB,Unbound (granular) base,,Crushed Gravel,304,180.34,5,Base Layer,100,100,100,100,94.5,78.5,68,55,46.5,28,16,11.199999809265137,0,0,,A-1-a,502,2.7209999561309814,2274.84,6,97.22,901.966,0.625,-0.12300000339746475,0.3499999940395355,0.05054
87,Ontario,1806,4,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt,141,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1806,4,2,GS,Unbound (granular) subbase,,Sand,306,970.28,6,Subbase Layer,100,100,100,100,99.5,99,98,97.5,96.5,81,25,14,0,0,,A-2-4,506,2.677999973297119,1778.22,13,75.156,740.304,0.4740000069141388,-0.6430000066757202,0.3499999940395355,0.0005854
87,Ontario,1806,4,3,GB,Unbound (granular) base,,Crushed Gravel,304,180.34,5,Base Layer,100,100,100,100,94.5,78.5,68,55,46.5,28,16,11.199999809265137,0,0,,A-1-a,502,2.7209999561309814,2274.84,6,142.037,901.966,0.625,-0.12300000339746475,0.3499999940395355,0.05054
87,Ontario,1806,5,1,SS,Subgrade (untreated),,Fine-Grained Soils: Silt,141,,7,Subgrade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ontario,1806,5,2,GS,Unbound (granular) subbase,,Sand,306,970.28,6,Subbase Layer,100,100,100,100,99.5,99,98,97.5,96.5,81,25,14,0,0,,A-2-4,506,2.677999973297119,1778.22,13,63.434,740.304,0.4740000069141388,-0.6430000066757202,0.3499999940395355,0.0005854
87,Ontario,1806,5,3,GB,Unbound (granular) base,,Crushed Gravel,304,180.34,5,Base Layer,100,100,100,100,94.5,78.5,68,55,46.5,28,16,11.199999809265137,0,0,,A-1-a,502,2.7209999561309814,2274.84,6,97.22,901.966,0.625,-0.12300000339746475,0.3499999940395355,0.05054