STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,YEAR,AADTT_ALL_TRUCKS_TREND,ANNUAL_TRUCK_VOLUME_TREND
4,Arizona,1022,1,1982,400,146000
4,Arizona,1022,1,1983,400,146000
4,Arizona,1022,1,1984,440,161040
4,Arizona,1022,1,1985,680,248200
4,Arizona,1022,1,1986,800,292000
4,Arizona,1022,1,1987,840,306600
4,Arizona,1022,1,1988,840,307440
4,Arizona,1022,1,1989,920,335800
4,Arizona,1022,1,1990,940,343100
4,Arizona,1022,1,1991,1375,501875
4,Arizona,1022,1,1992,1450,530700
4,Arizona,1022,1,1993,1600,584000
4,Arizona,1022,1,1994,1660,605900
4,Arizona,1022,1,1995,1600,584000
4,Arizona,1022,1,1996,1900,19000
4,Arizona,1022,2,1991,1375,501875
4,Arizona,1022,2,1992,1450,530700
4,Arizona,1022,2,1993,1600,584000
4,Arizona,1022,2,1994,1660,605900
4,Arizona,1022,2,1995,1600,584000
4,Arizona,1022,2,1996,1900,19000
4,Arizona,1022,3,1996,1900,678300
4,Arizona,1022,3,1997,1912,697880
4,Arizona,1022,3,1998,1889,689485
4,Arizona,1022,3,1999,1977,721605
4,Arizona,1022,3,2000,2065,755790
4,Arizona,1022,3,2001,2153,785845
4,Arizona,1022,3,2002,2240,817600
4,Arizona,1022,3,2003,2328,849720
4,Arizona,1022,3,2004,2416,884256
4,Arizona,1022,3,2005,2615,954475
4,Arizona,1022,3,2006,2667,973455
4,Arizona,1022,3,2007,2730,996450
4,Arizona,1022,3,2008,2500,915000
4,Arizona,1022,3,2009,2856,1042440
4,Arizona,1022,3,2010,2943,1074195
4,Arizona,1022,3,2011,3031,1106315
4,Arizona,1022,3,2012,3119,1141554
4,Arizona,1022,3,2013,3207,1170555
4,Arizona,1022,3,2014,3295,1202675
4,Arizona,1022,3,2015,3383,1234795
4,Arizona,1022,3,2016,3471,1270386
4,Arizona,1022,4,2015,3383,1234795
4,Arizona,1022,1,1978,440,160600
4,Arizona,1024,8,2016,2872,1051152
4,Arizona,1024,8,2017,2933,1070545
4,Arizona,1024,8,2018,2994,1092810
4,Arizona,1024,8,2019,3055,1115075
4,Arizona,1024,8,2020,3116,1140456
4,Arizona,1024,8,2021,3177,1159605
4,Arizona,1024,8,2022,3264,1191360
4,Arizona,1024,8,2023,3324,1213260
4,Arizona,1024,8,2024,3385,1238910
4,Arizona,1024,1,1988,1100,402600
4,Arizona,1024,1,1989,1200,438000
4,Arizona,1024,1,1990,1260,459900
4,Arizona,1024,1,1991,1425,520125
4,Arizona,1024,1,1992,1500,549000
4,Arizona,1024,1,1993,1574,574510
4,Arizona,1024,1,1994,1467,535455
4,Arizona,1024,1,1995,1605,585825
4,Arizona,1024,1,1996,1846,675636
4,Arizona,1024,1,1997,1950,711750
4,Arizona,1024,1,1998,2140,781100
4,Arizona,1024,1,1999,2044,746060
4,Arizona,1024,2,1989,1200,438000
4,Arizona,1024,2,1990,1260,459900
4,Arizona,1024,2,1991,1425,520125
4,Arizona,1024,2,1992,1500,549000
4,Arizona,1024,2,1993,1574,574510
4,Arizona,1024,2,1994,1467,535455
4,Arizona,1024,2,1995,1605,585825
4,Arizona,1024,2,1996,1846,675636
4,Arizona,1024,2,1997,1950,711750
4,Arizona,1024,2,1998,2140,781100
4,Arizona,1024,2,1999,2044,746060
4,Arizona,1024,3,1990,1260,459900
4,Arizona,1024,3,1991,1425,520125
4,Arizona,1024,3,1992,1500,549000
4,Arizona,1024,3,1993,1574,574510
4,Arizona,1024,3,1994,1467,535455
4,Arizona,1024,3,1995,1605,585825
4,Arizona,1024,3,1996,1846,675636
4,Arizona,1024,3,1997,1950,711750
4,Arizona,1024,3,1998,2140,781100
4,Arizona,1024,3,1999,2044,746060
4,Arizona,1024,4,1994,1467,535455
4,Arizona,1024,4,1995,1605,585825
4,Arizona,1024,4,1996,1846,675636
4,Arizona,1024,4,1997,1950,711750
4,Arizona,1024,4,1998,2140,781100
4,Arizona,1024,4,1999,2044,746060
4,Arizona,1024,5,1997,1950,711750
4,Arizona,1024,5,1998,2140,781100
4,Arizona,1024,5,1999,2044,746060
4,Arizona,1024,6,1997,1950,711750
4,Arizona,1024,6,1998,2140,781100
4,Arizona,1024,6,1999,2044,746060
4,Arizona,1024,7,1998,2140,781100
4,Arizona,1024,7,1999,2044,746060
4,Arizona,1024,8,1999,2044,746060
4,Arizona,1024,8,2000,2205,807030
4,Arizona,1024,8,2001,1957,714305
4,Arizona,1024,8,2002,2018,736570
4,Arizona,1024,8,2003,2079,758835
4,Arizona,1024,8,2004,2140,783240
4,Arizona,1024,8,2005,2201,803365
4,Arizona,1024,8,2006,2262,825630
4,Arizona,1024,8,2007,2323,847895
4,Arizona,1024,8,2008,2384,872544
4,Arizona,1024,8,2009,2445,892425
4,Arizona,1024,8,2010,2506,914690
4,Arizona,1024,8,2011,2567,936955
4,Arizona,1024,8,2012,2628,961848
4,Arizona,1024,8,2013,2689,981485
4,Arizona,1024,8,2014,2750,1003750
4,Arizona,1024,8,2015,2811,1026015
4,Arizona,1024,1,1977,619,225935
4,Arizona,1024,1,1978,700,255500
4,Arizona,1024,1,1979,700,255500
4,Arizona,1024,1,1980,600,219600
4,Arizona,1024,1,1981,700,255500
4,Arizona,1024,1,1982,700,255500
4,Arizona,1024,1,1983,800,292000
4,Arizona,1024,1,1984,800,292800
4,Arizona,1024,1,1985,900,328500
4,Arizona,1024,1,1986,1000,365000
4,Arizona,1024,1,1987,1100,401500
4,Arizona,1025,5,2000,1186,434076
4,Arizona,1025,5,2001,3771,1376415
4,Arizona,1025,5,2002,3885,1418025
4,Arizona,1025,5,2003,3186,1162890
4,Arizona,1025,5,2004,2586,946476
4,Arizona,1025,5,2005,2624,957760
4,Arizona,1025,5,2006,2646,965790
4,Arizona,1025,5,2007,2726,994990
4,Arizona,1025,5,2008,2457,899262
4,Arizona,1025,5,2009,3494,1275310
4,Arizona,1025,5,2010,3693,1347945
4,Arizona,1025,5,2011,3904,1424960
4,Arizona,1025,5,2012,4127,1510482
4,Arizona,1025,5,2013,4363,1592495
4,Arizona,1025,5,2014,4612,1683380
4,Arizona,1025,5,2015,4876,1779740
4,Arizona,1025,5,2016,5155,1886730
4,Arizona,1025,5,2017,5449,1988885
4,Arizona,1025,6,2011,3904,1424960
4,Arizona,1025,6,2012,4127,1510482
4,Arizona,1025,6,2013,4363,1592495
4,Arizona,1025,6,2014,4612,1683380
4,Arizona,1025,6,2015,4876,1779740
4,Arizona,1025,6,2016,5155,1886730
4,Arizona,1025,6,2017,5449,1988885
4,Arizona,1025,7,2016,5155,1886730
4,Arizona,1025,7,2017,5449,1988885
4,Arizona,1025,1,1978,700,255500
4,Arizona,1025,1,1979,700,255500
4,Arizona,1025,1,1980,600,219600
4,Arizona,1025,1,1981,700,255500
4,Arizona,1025,1,1982,700,255500
4,Arizona,1025,1,1983,700,255500
4,Arizona,1025,1,1984,800,292800
4,Arizona,1025,1,1985,900,328500
4,Arizona,1025,1,1986,1000,365000
4,Arizona,1025,1,1987,1100,401500
4,Arizona,1025,1,1988,1100,402600
4,Arizona,1025,1,1989,1100,401500
4,Arizona,1025,1,1990,1260,459900
4,Arizona,1025,1,1991,1375,501875
4,Arizona,1025,1,1992,1450,530700
4,Arizona,1025,1,1993,1609,587285
4,Arizona,1025,1,1994,1520,554800
4,Arizona,1025,1,1995,1996,728540
4,Arizona,1025,1,1996,1977,723582
4,Arizona,1025,1,1997,2176,794240
4,Arizona,1025,1,1998,2040,744600
4,Arizona,1025,1,1999,2250,342000
4,Arizona,1025,2,1990,1260,459900
4,Arizona,1025,2,1991,1375,501875
4,Arizona,1025,2,1992,1450,530700
4,Arizona,1025,2,1993,1609,587285
4,Arizona,1025,2,1994,1520,554800
4,Arizona,1025,2,1995,1996,728540
4,Arizona,1025,2,1996,1977,723582
4,Arizona,1025,2,1997,2176,794240
4,Arizona,1025,2,1998,2040,744600
4,Arizona,1025,2,1999,2250,342000
4,Arizona,1025,3,1991,1375,501875
4,Arizona,1025,3,1992,1450,530700
4,Arizona,1025,3,1993,1609,587285
4,Arizona,1025,3,1994,1520,554800
4,Arizona,1025,3,1995,1996,728540
4,Arizona,1025,3,1996,1977,723582
4,Arizona,1025,3,1997,2176,794240
4,Arizona,1025,3,1998,2040,744600
4,Arizona,1025,3,1999,2250,342000
4,Arizona,1025,4,1996,1977,235263
4,Arizona,1025,4,1997,2176,794240
4,Arizona,1025,4,1998,2040,744600
4,Arizona,1025,4,1999,2250,342000
4,Arizona,1025,5,1999,2250,481500
4,Arizona,1034,4,2002,193,70445
4,Arizona,1034,4,2003,224,81760
4,Arizona,1034,4,2004,1122,410652
4,Arizona,1034,4,2005,1144,417560
4,Arizona,1034,4,2006,1111,66660
4,Arizona,1034,5,2001,220,40480
4,Arizona,1034,5,2002,193,70445
4,Arizona,1034,5,2003,224,81760
4,Arizona,1034,5,2004,1122,410652
4,Arizona,1034,5,2005,1144,417560
4,Arizona,1034,5,2006,1111,66660
4,Arizona,1034,1,1975,253,92345
4,Arizona,1034,1,1976,270,98820
4,Arizona,1034,1,1977,250,91250
4,Arizona,1034,1,1978,240,87600
4,Arizona,1034,1,1979,240,87600
4,Arizona,1034,1,1980,96,35136
4,Arizona,1034,1,1981,98,35770
4,Arizona,1034,1,1982,100,36500
4,Arizona,1034,1,1983,182,66430
4,Arizona,1034,1,1984,175,64050
4,Arizona,1034,1,1985,450,164250
4,Arizona,1034,1,1986,370,135050
4,Arizona,1034,1,1987,422,154030
4,Arizona,1034,1,1988,570,208620
4,Arizona,1034,1,1989,437,159505
4,Arizona,1034,1,1990,427,155855
4,Arizona,1034,1,1991,350,127750
4,Arizona,1034,1,1992,375,137250
4,Arizona,1034,1,1993,283,103295
4,Arizona,1034,1,1994,284,103660
4,Arizona,1034,1,1995,269,98185
4,Arizona,1034,1,1996,650,237900
4,Arizona,1034,1,1997,135,49275
4,Arizona,1034,1,1998,552,201480
4,Arizona,1034,1,1999,547,199655
4,Arizona,1034,1,2000,176,64416
4,Arizona,1034,1,2001,220,80300
4,Arizona,1034,1,2002,193,70445
4,Arizona,1034,1,2003,224,81760
4,Arizona,1034,1,2004,1122,410652
4,Arizona,1034,1,2005,1144,417560
4,Arizona,1034,1,2006,1111,66660
4,Arizona,1034,2,1990,427,155855
4,Arizona,1034,2,1991,350,127750
4,Arizona,1034,2,1992,375,137250
4,Arizona,1034,2,1993,283,103295
4,Arizona,1034,2,1994,284,103660
4,Arizona,1034,2,1995,269,98185
4,Arizona,1034,2,1996,650,237900
4,Arizona,1034,2,1997,135,49275
4,Arizona,1034,2,1998,552,201480
4,Arizona,1034,2,1999,547,199655
4,Arizona,1034,2,2000,176,64416
4,Arizona,1034,2,2001,220,80300
4,Arizona,1034,2,2002,193,70445
4,Arizona,1034,2,2003,224,81760
4,Arizona,1034,2,2004,1122,410652
4,Arizona,1034,2,2005,1144,417560
4,Arizona,1034,2,2006,1111,66660
4,Arizona,1034,3,1996,650,159250
4,Arizona,1034,3,1997,135,49275
4,Arizona,1034,3,1998,552,201480
4,Arizona,1034,3,1999,547,199655
4,Arizona,1034,3,2000,176,64416
4,Arizona,1034,3,2001,220,80300
4,Arizona,1034,3,2002,193,70445
4,Arizona,1034,3,2003,224,81760
4,Arizona,1034,3,2004,1122,410652
4,Arizona,1034,3,2005,1144,417560
4,Arizona,1034,3,2006,1111,66660
4,Arizona,1034,4,1998,552,183816
4,Arizona,1034,4,1999,547,199655
4,Arizona,1034,4,2000,176,64416
4,Arizona,1034,4,2001,220,80300
4,Arizona,1036,1,1983,250,91250
4,Arizona,1036,1,1984,270,98820
4,Arizona,1036,2,1997,793,289445
4,Arizona,1036,2,1996,720,263520
4,Arizona,1036,2,1995,660,240900
4,Arizona,1036,2,1994,400,146000
4,Arizona,1036,2,1993,401,42506
4,Arizona,1036,1,1998,655,239075
4,Arizona,1036,1,1997,793,289445
4,Arizona,1036,1,1996,720,263520
4,Arizona,1036,1,1995,660,240900
4,Arizona,1036,1,1994,400,146000
4,Arizona,1036,1,1993,401,146365
4,Arizona,1036,1,1992,375,137250
4,Arizona,1036,1,1991,350,127750
4,Arizona,1036,1,1990,359,131035
4,Arizona,1036,1,1989,245,89425
4,Arizona,1036,1,1988,275,100650
4,Arizona,1036,1,1987,290,105850
4,Arizona,1036,1,1986,275,100375
4,Arizona,1036,1,1985,270,98550
4,Arizona,1036,2,1998,655,239075
4,Arizona,1037,2,1999,1596,582540
4,Arizona,1037,2,1998,350,127750
4,Arizona,1037,2,1997,300,109500
4,Arizona,1037,2,1996,241,88206
4,Arizona,1037,2,1995,131,47815
4,Arizona,1037,2,1994,187,68255
4,Arizona,1037,2,1993,175,32025
4,Arizona,1037,1,2000,1689,155388
4,Arizona,1037,1,1999,1596,582540
4,Arizona,1037,1,1998,350,127750
4,Arizona,1037,1,1997,300,109500
4,Arizona,1037,1,1996,241,88206
4,Arizona,1037,1,1995,131,47815
4,Arizona,1037,1,1994,187,68255
4,Arizona,1037,1,1993,175,63875
4,Arizona,1037,1,1992,200,73200
4,Arizona,1037,1,1991,190,69350
4,Arizona,1037,1,1990,174,63510
4,Arizona,1037,1,1989,205,74825
4,Arizona,1037,1,1988,175,64050
4,Arizona,1037,1,1987,170,62050
4,Arizona,1037,1,1986,130,47450
4,Arizona,1037,2,2000,1689,155388
4,Arizona,1037,1,1985,115,41975
4,Arizona,1062,5,2012,3070,1123620
4,Arizona,1062,5,2013,3154,1151210
4,Arizona,1062,5,2014,3238,1181870
4,Arizona,1062,5,2015,3323,1212895
4,Arizona,1062,6,2012,3070,1123620
4,Arizona,1062,6,2013,3154,1151210
4,Arizona,1062,6,2014,3238,1181870
4,Arizona,1062,6,2015,3323,1212895
4,Arizona,1062,7,2015,3323,1212895
4,Arizona,1062,7,2016,3407,1246962
4,Arizona,1062,7,2017,3491,1274215
4,Arizona,1062,2,2014,3238,1181870
4,Arizona,1062,2,2015,3323,1212895
4,Arizona,1062,3,1991,1375,501510
4,Arizona,1062,3,1992,1450,530700
4,Arizona,1062,3,1993,1660,606265
4,Arizona,1062,3,1994,1596,582540
4,Arizona,1062,3,1995,1670,608820
4,Arizona,1062,3,1996,1800,658800
4,Arizona,1062,3,1997,1912,697515
4,Arizona,1062,3,1998,1890,689850
4,Arizona,1062,3,1999,1974,720510
4,Arizona,1062,3,2000,2058,753228
4,Arizona,1062,3,2001,2143,782195
4,Arizona,1062,3,2002,2227,812855
4,Arizona,1062,3,2003,2311,843515
4,Arizona,1062,3,2004,2395,876570
4,Arizona,1062,3,2005,2480,905200
4,Arizona,1062,3,2006,2564,935860
4,Arizona,1062,3,2007,2648,966520
4,Arizona,1062,3,2008,2733,1000278
4,Arizona,1062,3,2009,2817,1028205
4,Arizona,1062,3,2010,2901,1058865
4,Arizona,1062,3,2011,2985,1089525
4,Arizona,1062,3,2012,3070,1123620
4,Arizona,1062,3,2013,3154,1151210
4,Arizona,1062,3,2014,3238,1181870
4,Arizona,1062,3,2015,3323,1212895
4,Arizona,1062,4,1992,1450,133400
4,Arizona,1062,4,1993,1660,606265
4,Arizona,1062,4,1994,1596,582540
4,Arizona,1062,4,1995,1670,608820
4,Arizona,1062,4,1996,1800,658800
4,Arizona,1062,4,1997,1912,697515
4,Arizona,1062,4,1998,1890,689850
4,Arizona,1062,4,1999,1974,720510
4,Arizona,1062,4,2000,2058,753228
4,Arizona,1062,4,2001,2143,782195
4,Arizona,1062,4,2002,2227,812855
4,Arizona,1062,4,2003,2311,843515
4,Arizona,1062,4,2004,2395,876570
4,Arizona,1062,4,2005,2480,905200
4,Arizona,1062,4,2006,2564,935860
4,Arizona,1062,4,2007,2648,966520
4,Arizona,1062,4,2008,2733,1000278
4,Arizona,1062,4,2009,2817,1028205
4,Arizona,1062,4,2010,2901,1058865
4,Arizona,1062,4,2011,2985,1089525
4,Arizona,1062,4,2012,3070,1123620
4,Arizona,1062,4,2013,3154,1151210
4,Arizona,1062,4,2014,3238,1181870
4,Arizona,1062,4,2015,3323,1212895
4,Arizona,1062,5,1999,1974,720510
4,Arizona,1062,5,2000,2058,753228
4,Arizona,1062,5,2001,2143,782195
4,Arizona,1062,5,2002,2227,812855
4,Arizona,1062,5,2003,2311,843515
4,Arizona,1062,5,2004,2395,876570
4,Arizona,1062,5,2005,2480,905200
4,Arizona,1062,5,2006,2564,935860
4,Arizona,1062,5,2007,2648,966520
4,Arizona,1062,5,2008,2733,1000278
4,Arizona,1062,5,2009,2817,1028205
4,Arizona,1062,5,2010,2901,1058865
4,Arizona,1062,5,2011,2985,1089525
4,Arizona,1062,1,1977,120,43800
4,Arizona,1062,1,1978,400,146000
4,Arizona,1062,1,1979,420,153300
4,Arizona,1062,1,1980,440,161040
4,Arizona,1062,1,1981,520,189800
4,Arizona,1062,1,1982,560,204400
4,Arizona,1062,1,1983,560,204400
4,Arizona,1062,1,1984,600,219600
4,Arizona,1062,1,1985,660,240900
4,Arizona,1062,1,1986,800,292000
4,Arizona,1062,1,1987,875,319375
4,Arizona,1062,1,1988,925,338550
4,Arizona,1062,1,1989,875,319375
4,Arizona,1062,1,1990,994,362810
4,Arizona,1062,1,1991,1375,501510
4,Arizona,1062,1,1992,1450,530700
4,Arizona,1062,1,1993,1660,606265
4,Arizona,1062,1,1994,1596,582540
4,Arizona,1062,1,1995,1670,608820
4,Arizona,1062,1,1996,1800,658800
4,Arizona,1062,1,1997,1912,697515
4,Arizona,1062,1,1998,1890,689850
4,Arizona,1062,1,1999,1974,720510
4,Arizona,1062,1,2000,2058,753228
4,Arizona,1062,1,2001,2143,782195
4,Arizona,1062,1,2002,2227,812855
4,Arizona,1062,1,2003,2311,843515
4,Arizona,1062,1,2004,2395,876570
4,Arizona,1062,1,2005,2480,905200
4,Arizona,1062,1,2006,2564,935860
4,Arizona,1062,1,2007,2648,966520
4,Arizona,1062,1,2008,2733,1000278
4,Arizona,1062,1,2009,2817,1028205
4,Arizona,1062,1,2010,2901,1058865
4,Arizona,1062,1,2011,2985,1089525
4,Arizona,1062,1,2012,3070,1123620
4,Arizona,1062,1,2013,3154,1151210
4,Arizona,1062,1,2014,3238,1181870
4,Arizona,1062,1,2015,3323,1212895
4,Arizona,1062,2,1989,875,319375
4,Arizona,1062,2,1990,994,362810
4,Arizona,1062,2,1991,1375,501510
4,Arizona,1062,2,1992,1450,530700
4,Arizona,1062,2,1993,1660,606265
4,Arizona,1062,2,1994,1596,582540
4,Arizona,1062,2,1995,1670,608820
4,Arizona,1062,2,1996,1800,658800
4,Arizona,1062,2,1997,1912,697515
4,Arizona,1062,2,1998,1890,689850
4,Arizona,1062,2,1999,1974,720510
4,Arizona,1062,2,2000,2058,753228
4,Arizona,1062,2,2001,2143,782195
4,Arizona,1062,2,2002,2227,812855
4,Arizona,1062,2,2003,2311,843515
4,Arizona,1062,2,2004,2395,876570
4,Arizona,1062,2,2005,2480,905200
4,Arizona,1062,2,2006,2564,935860
4,Arizona,1062,2,2007,2648,966520
4,Arizona,1062,2,2008,2733,1000278
4,Arizona,1062,2,2009,2817,1028205
4,Arizona,1062,2,2010,2901,1058865
4,Arizona,1062,2,2011,2985,1089525
4,Arizona,1062,2,2012,3070,1123620
4,Arizona,1062,2,2013,3154,1151210
4,Arizona,1065,1,1977,54,19710
4,Arizona,1065,1,1978,360,131400
4,Arizona,1065,1,1979,360,131400
4,Arizona,1065,1,1980,360,131760
4,Arizona,1065,1,1981,400,146000
4,Arizona,1065,1,1982,400,146000
4,Arizona,1065,1,1983,400,146000
4,Arizona,1065,1,1984,440,161040
4,Arizona,1065,1,1985,680,248200
4,Arizona,1065,1,1986,800,292000
4,Arizona,1065,1,1987,840,306600
4,Arizona,1065,1,1988,840,307440
4,Arizona,1065,1,1989,840,306600
4,Arizona,1065,1,1990,994,363175
4,Arizona,1065,1,1991,1425,520490
4,Arizona,1065,1,1992,1500,549000
4,Arizona,1065,1,1993,1703,621230
4,Arizona,1065,1,1994,1372,501145
4,Arizona,1065,1,1995,1559,569035
4,Arizona,1065,1,1996,1643,601338
4,Arizona,1065,1,1997,1727,630355
4,Arizona,1065,1,1998,1810,660650
4,Arizona,1065,1,1999,1894,691310
4,Arizona,1065,1,2000,1977,723582
4,Arizona,1065,1,2001,2061,752265
4,Arizona,1065,1,2002,2145,782925
4,Arizona,1065,1,2003,2228,813220
4,Arizona,1065,1,2004,2312,846192
4,Arizona,1065,1,2005,2396,874540
4,Arizona,1065,1,2006,2479,904835
4,Arizona,1065,1,2007,2563,935495
4,Arizona,1065,1,2008,2646,968436
4,Arizona,1065,1,2009,2730,996450
4,Arizona,1065,1,2010,2814,1027110
4,Arizona,1065,1,2011,2897,1057405
4,Arizona,1065,1,2012,2981,1091046
4,Arizona,1065,1,2013,3065,1118725
4,Arizona,1065,1,2014,3148,1149020
4,Arizona,1065,1,2015,3232,1179680
4,Arizona,1065,1,2016,3315,1213290
4,Arizona,1065,1,2017,3399,1240635
4,Arizona,1065,1,2018,3483,1271295
4,Arizona,1065,1,2019,3566,1301590
4,Arizona,1065,1,2020,3650,1335900
4,Arizona,1065,2,1989,840,306600
4,Arizona,1065,2,1990,994,363175
4,Arizona,1065,2,1991,1425,520490
4,Arizona,1065,2,1992,1500,549000
4,Arizona,1065,2,1993,1703,621230
4,Arizona,1065,2,1994,1372,501145
4,Arizona,1065,2,1995,1559,569035
4,Arizona,1065,2,1996,1643,601338
4,Arizona,1065,2,1997,1727,630355
4,Arizona,1065,2,1998,1810,660650
4,Arizona,1065,2,1999,1894,691310
4,Arizona,1065,2,2000,1977,723582
4,Arizona,1065,2,2001,2061,752265
4,Arizona,1065,2,2002,2145,782925
4,Arizona,1065,2,2003,2228,813220
4,Arizona,1065,2,2004,2312,846192
4,Arizona,1065,2,2005,2396,874540
4,Arizona,1065,2,2006,2479,904835
4,Arizona,1065,2,2007,2563,935495
4,Arizona,1065,2,2008,2646,968436
4,Arizona,1065,2,2009,2730,996450
4,Arizona,1065,2,2010,2814,1027110
4,Arizona,1065,2,2011,2897,1057405
4,Arizona,1065,2,2012,2981,1091046
4,Arizona,1065,2,2013,3065,1118725
4,Arizona,1065,2,2014,3148,1149020
4,Arizona,1065,2,2015,3232,1179680
4,Arizona,1065,2,2016,3315,1213290
4,Arizona,1065,2,2017,3399,1240635
4,Arizona,1065,2,2018,3483,1271295
4,Arizona,1065,2,2019,3566,1301590
4,Arizona,1065,2,2020,3650,1335900
4,Arizona,1065,3,1990,994,363175
4,Arizona,1065,3,1991,1425,520490
4,Arizona,1065,3,1992,1500,549000
4,Arizona,1065,3,1993,1703,621230
4,Arizona,1065,3,1994,1372,501145
4,Arizona,1065,3,1995,1559,569035
4,Arizona,1065,3,1996,1643,601338
4,Arizona,1065,3,1997,1727,630355
4,Arizona,1065,3,1998,1810,660650
4,Arizona,1065,3,1999,1894,691310
4,Arizona,1065,3,2000,1977,723582
4,Arizona,1065,3,2001,2061,752265
4,Arizona,1065,3,2002,2145,782925
4,Arizona,1065,3,2003,2228,813220
4,Arizona,1065,3,2004,2312,846192
4,Arizona,1065,3,2005,2396,874540
4,Arizona,1065,3,2006,2479,904835
4,Arizona,1065,3,2007,2563,935495
4,Arizona,1065,3,2008,2646,968436
4,Arizona,1065,3,2009,2730,996450
4,Arizona,1065,3,2010,2814,1027110
4,Arizona,1065,3,2011,2897,1057405
